,State,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024
24,AL,1124.7050447019333,1118.1621764186957,1130.2505047828818,1147.251636459754,1139.0410522653542,1148.172778955595,1142.5355324013467,1154.0871101609132,1167.141302916927,1160.1716312171168,1162.5700458317317,1176.9641969224122,1184.818400625432,1183.9761476331744,1193.7009103537011,1192.778389467382,1179.4852881670663,1192.6531181414236,1185.5682343998053,1185.397017402288,1180.9891831961938,1187.7192649338897,1178.8564445977074,1171.5018931534446,1208.4032726952205,1211.0906407514638,1187.9442558482867,1194.8286516323326,1189.571869,1190.652705825648,1226.6250752678427,1242.7145619211396,1241.6676731984692,1249.1687906280083,1261.2563214691002,1263.9130534836063,1265.891922139965,1252.5165930989838,1237.846039523333,1235.1690666476647,1228.192253569428,1251.022194187213,1256.2716261410508,1277.321240579635,1307.9322994277743,1316.179298395788,1340.2857221046795,1347.759815,1349.7285369257415,1374.5304469685138,1375.2963813768902,1362.887172359588,1343.267794985495,1341.5792072857305,1356.1537186629505,1349.8323562799967,1403.2368123986148,1414.939456,1451.9337913320626,1445.8441244012174,1483.975629431797,1510.2625884010415,1531.3912704908578,1489.163091642325,1493.3512115893973,1493.2030191891486,1509.0913155412609,1497.9921278301472,1494.1614279136024,1479.7816711791318,1478.3775947997246,1482.271510320836,1481.4129208250692,1469.672561898527,1450.3730968040766,1434.5642603908914,1441.5236746534547,1451.3934630752628,1461.4701163514078,1457.2292224888683,1466.7517403553245,1474.1306452100384,1483.2119285929457,1481.814940741944,1442.7383348147466,1477.4369490852032,1486.3560717272258,1533.245180352122,1515.588315461405,1540.402930647859,1527.5801615961311,1573.3700139709508,1572.1195052445494,1572.4414063789393,1537.2529483259086,1547.618175523393,1542.0938538710004,1583.1698892918537,1592.7077428978662,1622.1120706525603,1639.4862766580943,1674.0679734779578,1669.9351825382716,1648.4456731647524,1640.9196591509344,1636.7856681907767,1611.1692198470216,1603.2689136784904,1647.083805232411,1668.6749968219974,1725.492845117845
25,AL,1058.9394107746975,1083.270237083943,1080.646926128756,1085.1186680048252,1080.069188221947,1083.7646691790976,1080.6592186213277,1080.2028013035062,1071.7135140508424,1069.594156379597,1063.8730335325504,1068.242927819918,1064.3458234475183,1087.0946019296375,1097.2857975868783,1122.437112736194,1179.4852881670663,1213.6336137379053,1216.8634254196745,1190.1649131713093,1163.458893147007,1193.981113477386,1152.1928557285353,1128.4145750150958,1110.7061624579655,1100.6796655613057,1090.602836795705,1077.0374923882205,1100.3382222358907,1128.1561593672593,1148.988965335565,1160.9821651887864,1172.2251029110262,1176.7431498347962,1176.252946767556,1167.5145108949062,1170.391926083985,1180.1460692682465,1188.3388537113751,1191.5717665341338,1193.957667999288,1185.8683997331816,1168.1928358705768,1181.1294244315686,1178.259614866843,1182.395274,1181.2525443608697,1206.450440457574,1225.339871949735,1250.7664435539562,1271.0069516822575,1266.2482933503368,1254.180403711239,1248.723804983035,1258.6373359422892,1254.605578500364,1277.125108585297,1305.886463512349,1313.6274548557756,1329.307338978705,1362.2932731670371,1348.440691482253,1368.1788722870892,1361.767829419995,1366.244373527384,1361.7566005209635,1341.310555764485,1345.119979911795,1359.2268226803235,1325.1273808666356,1313.8064017076722,1303.7076705984573,1298.8827711040014,1296.5827945955668,1278.935237222969,1292.8165387388078,1288.486893,1269.0169750526445,1265.3642088062454,1266.2201334546717,1229.643624238994,1205.853579245888,1175.4676060055722,1172.1737520430152,1164.6487273973105,1157.5890382032758,1150.3847685004655,1159.407848162166,1175.6155765300136,1202.996259500292,1206.302513198403,1209.132628047833,1192.8357878525994,1163.1128320559924,1133.599381324927,1133.991487838745,1123.132465559683,1123.221005060254,1143.6662777585095,1138.2010868676623,1091.7092636720795,1077.7265628968998,1112.5210922178485,1125.1263618439912,1166.0300385426744,1161.972268174874,1138.2380706047034,1110.3050977985663,1093.0270375022428,1086.9785215721563,1112.5
26,AL,823.1294395323604,825.0054479492948,823.1664700443175,821.5862635481274,823.8506990310366,826.2498412145529,832.6966294796347,830.2425905684016,831.0922649157221,830.9615597771461,835.7262009,834.6517646482869,831.8669412354387,831.3770046602608,837.1385290359572,841.1098137342324,833.2058575930698,837.4429920069487,842.3290871995557,842.9924657574862,846.1867504621907,852.1781161560173,856.1975445738925,867.9028521094526,867.9368197283743,864.5163918,860.8080094365091,859.4572219381254,864.4423536035918,866.7656825424239,863.9438476804947,864.0393609243002,865.5085907406284,867.5513524154129,868.6674761589226,868.2026610988356,863.1752268947231,857.2449132022647,856.5986401264779,867.7861095432265,879.0764622814513,887.6293653521025,890.0652210076123,898.3341757834662,895.1512052166113,898.1718640470593,885.0699285874581,893.3067097371228,895.8909445239246,909.6128545611366,905.4518553373003,908.7372157169056,914.5155607929444,923.6435035174584,925.6518115873276,931.3217682439328,940.0344577865868,939.99028557192,942.0926380287812,930.8026327758718,935.7396712622708,930.9893139988932,948.061554024726,950.38124755193,961.4310973639062,968.9125002741188,981.4551915250672,985.4241908873938,984.5481382288152,994.3158680102548,990.8362534740614,1022.3843006278764,1068.2996715497284,1104.1593367865712,1095.4393454722635,1064.881408177077,1067.8379681036945,1083.8678297150946,1092.9849237547332,1098.7930413421534,1102.0089424431612,1123.8209317131366,1129.7952337872464,1135.8573456571664,1150.4810228538984,1179.7106452590233,1213.3435845823756,1236.5916049457223,1253.0999585224015,1278.538774928172,1269.8908288663995,1265.8612210221922,1255.262783112682,1267.7501872170756,1277.4144079266207,1272.8208156293504,1268.0297053229856,1260.490105200466,1282.186677960376,1304.1767837347898,1343.467600413654,1348.2474081523242,1359.6105124669148,1351.6161798203225,1354.5173519382822,1348.3699749240027,1340.0481806728574,1343.4852908029263,1342.2563786719656,1349.1697391773082,1322.9777167277168
27,AL,1243.7409279597705,1241.2407301502265,1239.6083434300442,1251.4095901724372,1255.0025915056103,1252.9585364933846,1245.9620890587216,1192.7952577548251,1211.3252048133645,1211.9095326045442,1222.4367550513348,1204.2336774744915,1186.110555692838,1181.035482083744,1151.347438704119,1169.2009598986956,1149.108243992962,1132.3828130409818,1131.6345183126116,1143.8830516464595,1169.4195357627557,1166.1114179925164,1180.1109685623248,1185.1953097486908,1189.7867611156046,1192.8506741650488,1219.981034042263,1225.9628839815634,1241.7875845503554,1243.6314798594922,1246.4642968935857,1243.248183954037,1252.504047790758,1254.2356370629373,1238.4279160754545,1231.0976904746642,1227.3313996079444,1236.2019796625616,1237.846039523333,1262.0232166032056,1277.0600159613143,1290.3934775680607,1298.773799325695,1310.3366116859063,1284.2686274795365,1283.6476296402082,1266.6666560146034,1250.1067489076158,1224.4714523167554,1191.6821029042342,1172.8066026077572,1192.5956909175163,1215.9999728966773,1231.7660629306806,1226.7112941043763,1224.972977496058,1205.3104513964674,1189.2829570443937,1185.3656404635217,1189.221601823513,1166.4574252626574,1206.9163347576064,1237.481040911825,1279.4165771535827,1312.0511473223803,1359.7395609173038,1354.012314181833,1356.0547460180587,1366.8458937256744,1361.1042232351674,1333.6941667676886,1324.9233543249277,1314.098903329463,1320.3953146190447,1343.405235230223,1312.7932635700083,1311.5391918841642,1243.9011052810038,1200.4375471683086,1164.578194339659,1112.272885531651,1079.2173799815848,1071.2764491528371,1062.179360023386,1045.330135760658,1039.1243136959392,1044.1428509386442,1042.8313192901758,1059.7414895025354,1072.0275695984328,1074.65463,1075.490275763005,1057.5225954627106,1036.8703332763014,1036.0421039697003,1030.1258682437608,1032.1380210645875,1022.9534031352366,1011.5220107497464,995.1579108,1028.572749885113,1013.0759625161916,1042.2020618613008,1043.8442604114914,1082.9202355008313,1159.6805265136309,1131.8024287526653,1070.6227073654304,1038.5612964670422,1073.6707986320898,1135.6944444444443
28,AL,1125.625248,1129.1107869621967,1130.2505047828818,1154.4567794850243,1162.3750338611053,1166.5028711808966,1182.3483476308054,1185.5105581379764,1211.8986478053562,1188.6556418260843,1199.404459139411,1221.0298044315798,1193.0277063836636,1198.7179418095766,1135.9352552805935,1124.6003153570282,1041.7430472082622,1038.6575782078817,1043.5136813779743,1038.8829143269995,1016.6719572760892,1018.3032567684304,1026.376795547912,1007.903808753004,1022.6157435151922,1045.552723400166,1066.1999069997212,1064.112012953007,1100.3382222358907,1131.1016959336578,1149.314266393748,1164.518780129111,1186.6303980631835,1179.2020008256916,1175.7368628823306,1179.2327689071196,1147.2229346475106,1131.1504056415188,1129.4173442136369,1116.0584222680477,1114.0844508501068,1117.609351971038,1117.5071796218112,1102.388767002686,1114.6962377989223,1105.1629020395517,1099.317793274594,1101.5776174037344,1106.3960858779442,1106.7644084412864,1131.426032925854,1154.1377474763071,1176.1816820889435,1179.5715001466538,1185.8268536080675,1177.1861633958329,1179.3592639768244,1179.4082505955953,1171.9274403073837,1181.233626677827,1183.3514100575014,1189.4270562408967,1217.119434778671,1244.6029608272809,1271.5667454416864,1260.4660555968374,1266.7890743010234,1272.0616515399768,1279.9068572471003,1300.155459895266,1319.1654530516855,1319.4874027619794,1302.8800960438089,1286.7492209612658,1275.8274695690834,1261.136697027124,1261.0900770222677,1281.903345717104,1321.0059065209382,1323.833403202449,1343.9257776849097,1357.720231988395,1378.6664555442749,1397.2277413129434,1382.8759843720643,1375.885878922569,1382.2106702476838,1383.594773137347,1382.4501639923535,1404.2333348622333,1418.207493075058,1422.4733697318134,1422.2840314307552,1414.5320201806892,1418.6190450744257,1411.287645123114,1418.9751645774309,1392.233795136155,1400.865519715982,1395.3138168181406,1422.2183675406836,1424.315308325676,1417.187824630526,1386.6273781536208,1382.8119186428669,1386.8029810895862,1425.9883548748394,1428.5660430544629,1444.4267096722692,1462.818641276486,1469.642857142857
29,AL,1074.6623681053852,1085.183257657957,1089.4893372164192,1106.1243047368769,1108.6261492932747,1120.7175289405857,1122.408906419807,1128.7581153993249,1134.7767767325042,1139.9690312757928,1136.8937426796133,1136.0661836236472,1153.709220747603,1134.8511104935385,1151.3258379957726,1142.5574262013304,1138.2917724993672,1165.9890482040755,1166.7245396011326,1147.3143184457822,1126.9328688347423,1116.2377911758622,1093.8936474600014,1086.777120739679,1083.5188826878025,1078.746256054264,1106.5672582745224,1112.0380826772762,1114.9434417373882,1066.851183968697,1056.6986196898954,1052.5087243771711,1031.9845597258743,1006.5787600442331,990.7871696047632,996.5176306798262,1022.1707996018746,1002.4599309075988,971.0787586665906,934.6602372323282,1008.8717476428064,1015.749147159241,1060.1720923664418,1062.6782472228322,1097.659667123576,1125.9729615364345,1155.097331917151,1206.9798255231922,1234.2832870359396,1250.7664435539562,1245.9612142733645,1253.3656878099948,1245.487088588839,1248.723804983035,1255.0474926804638,1255.457210295453,1258.811605237927,1279.7492457515564,1278.6587457395683,1287.7879190481688,1309.7171217052226,1311.854078,1337.646374044335,1344.509671232875,1365.209056332032,1337.5682768413178,1259.8897694794198,1206.4049417676297,1131.7453126432351,1091.0347654351729,1069.642298525222,1085.795237619138,1085.8166646929228,1075.7038764341698,1079.9427684366926,1059.1652815980087,1042.3560565684477,1046.1552356346504,1054.927182937992,1065.547557260851,1086.148432675462,1096.3878041243831,1096.791984414093,1079.1746207832448,1081.7504641900457,1088.2392576128202,1096.920095827689,1079.5096936574764,1088.8689237451931,1095.4993867626547,1107.5041406484356,1127.9533268092655,1117.1148328367174,1121.014844021314,1092.3109223140643,1079.7733805988798,1058.1081146469764,1076.323694787528,1068.919912950742,1061.7207782194778,1065.9158330236748,1061.8029695432842,1067.4770103837527,1043.8442604114914,1066.1493451276754,1076.7409575211848,1074.9448756208349,1082.6108898118096,1013.8042269335486,999.3121276033478,962.5
30,AR,786.9797058004697,791.5790141706334,795.1508026727217,797.6177353170184,802.8872756943523,804.6131308218775,806.5422266592558,803.9116872204694,804.6277059451638,806.3332722,807.9351819,806.7099446,805.2258730391776,806.5625254770903,807.4980215095084,812.9950627279381,813.5337024,815.6004204229149,813.1146392786446,809.0842135206304,807.4273532059804,806.9587153140968,813.0803970318591,817.1910598,822.3985337224451,824.3208486088806,828.056316,827.2861067874221,827.7120165178075,829.7900175924034,831.313675,835.1397188536719,833.0110414112844,830.3017057710103,833.6837620765024,831.2268018993472,835.1392361609436,832.6708577971624,838.9245924136845,840.2890984189977,838.8867051679362,836.5899126165692,837.6700415277288,840.3281570055731,845.6650682042077,848.6342609976992,851.3011949924612,849.6335552688498,850.9509214505126,852.1782854418037,859.2374405491079,858.0460500334417,863.4587753726602,866.7219437472198,873.9449607,872.4461339482746,870.1952060555114,867.9772938008937,870.1575983465328,870.1716818,868.6731522528585,869.8933158,873.5563431095866,883.2099437332354,885.067427,893.9905136922432,905.1844980967428,917.4086547123768,923.4386077259322,922.680304467896,925.3934668716872,927.7037938,932.3250032,934.6015681867416,943.2610518,956.749725342586,971.3879855,984.5890612752738,997.617727569242,1018.4688533119756,1034.8358072465855,1035.3737136855025,1032.201155752163,1029.0442899144718,1035.7673761792453,1039.1243136959392,1048.1612682598638,1051.4567511013936,1062.5333654435344,1066.8493786654683,1085.6525341238748,1088.574365675532,1093.541096754823,1086.1454645557865,1091.8475860310352,1088.5602296925415,1087.939770332041,1083.6006284568489,1088.8749243475886,1106.0219468553769,1112.301023210918,1123.6098762580891,1115.6042277506983,1120.100241,1123.2280844325091,1130.836451524777,1141.5436132746397,1142.348834929024,1152.0112268222963,1151.9092555359296,1164.4630751780771
31,AR,898.3896382327508,902.8871975,907.8110333,911.1055570495124,915.6516631302457,930.5873855535356,933.7361802935555,936.5357913686004,930.3921712041796,930.3409291488556,934.6132566836408,937.8503684090216,944.0979237414252,945.9172368,952.518946494822,961.234113999128,965.5026528048852,973.2795195,977.6065459317404,986.5667529630634,981.6241609274888,982.8758151958212,981.0668589432858,984.884965862944,985.6172693372548,989.9581634,997.7515373546346,1001.4718750448,1002.1113397507914,1007.9471940520098,1009.783535798553,1019.1492713260158,1018.895246887052,1022.4916863294948,1012.4899031678696,1010.8261379677896,1013.7446089870194,1023.2874627856022,1031.2860325045356,1032.0933733538589,1032.1863153310403,1035.499160404475,1044.3162084479122,1049.0180875999683,1051.0970415639597,1046.340173124451,1046.1199265216464,1047.7257974532229,1050.7423499682138,1052.711524739593,1052.0609804284773,1056.4052296037453,1065.7388784557036,1072.0685407015214,1076.6001593615902,1080.359676028909,1084.486901718645,1090.0085071511146,1088.8585314738175,1089.161166276674,1090.6816374762889,1097.347739812183,1107.4263582460203,1108.7179871913188,1109.7497967255051,1110.2636157506076,1121.0076998105387,1126.695811248981,1135.747155,1142.6401173277789,1150.313255192704,1160.9963278175562,1162.707625,1172.896907069902,1177.6346710719768,1197.408277161474,1205.087896597463,1217.723136276095,1235.365216360664,1268.036064597337,1293.1864320700572,1300.5189806712256,1307.4369795514497,1312.7231324142017,1321.5556943520958,1328.273904943473,1340.532742685187,1361.478782309334,1388.1164926515903,1424.1779677880247,1461.0784230793424,1486.6400987200616,1482.0913842061743,1470.1826530941823,1468.3877384620257,1485.4509634661802,1497.6374817093524,1500.3574683794525,1490.012085730923,1496.9564896715503,1497.8434964248645,1511.5936898771145,1519.0625145834676,1534.3162531416513,1543.8065177971646,1536.186542777598,1525.8024439252638,1512.0459115042552,1516.4071229615963,1523.5386597075772,1528.4224590084175
32,AR,897.3244982568477,902.2131342164654,914.1731895292072,919.5536841,920.7400903,941.0045536708286,943.4628137772606,941.6038915764382,931.9935577,919.9453008940264,930.8938227174178,939.9557830627756,951.5396601142934,954.3970710354446,952.9676601233324,968.47283989078,983.7320637948524,993.3165712042172,993.481829485778,999.7382385593928,980.3412150939308,974.6161478805092,965.4580887823538,983.0838337609824,993.7795882626522,1010.2027236171295,1019.9829693738916,1030.7866344389563,1033.531218402706,1035.3182090719254,1036.7297979894058,1041.442450437577,1040.2331459939753,1035.3018988327,1037.2236754484136,1042.6585212663135,1051.5502949811723,1051.5421976893529,1060.92694516627,1063.758705499222,1069.460453759768,1071.602755143456,1075.885348960685,1076.3698253852158,1070.7094636561064,1063.8661722517163,1062.557165104609,1071.869031850785,1083.2970278907335,1094.0430754700917,1102.6180707677568,1108.5268353821375,1110.0879318404957,1109.011539961708,1111.1589699562116,1109.9768203884487,1102.6003868184594,1094.3483271322225,1087.6507864000098,1092.434220501659,1101.915509174583,1114.3399514624973,1126.9336736197183,1129.6420650691637,1134.1836397353193,1134.7829691069187,1140.4880517029749,1141.8639615240663,1147.9515852779364,1151.2771583271765,1157.760157828811,1149.063274882859,1154.356640009756,1164.687004748907,1179.6545169289004,1192.008132242348,1204.884415133081,1227.4345802354114,1249.2954078108055,1261.5376221227752,1269.7339462797272,1274.2075136815447,1285.7724428406566,1295.8487109273244,1296.4962243905009,1298.9154961594202,1307.7600721744295,1331.5659220385264,1346.958956079508,1366.2311594963826,1385.0967468708675,1409.3950483821595,1416.8103665834394,1418.474234284654,1423.9492399317153,1428.077958946222,1436.038738210704,1439.18609,1453.7618306835898,1464.313922716768,1476.882106895804,1487.8597168676483,1488.9741192542524,1478.5320517662408,1478.1396939967703,1485.5332456497476,1506.1307733476876,1503.617446356346,1507.009580895544,1513.9778315810108,1525.8489651243751
33,AR,1239.6697300007747,1259.460681674312,1270.4454325454774,1255.3669557795065,1255.0025915056103,1244.775582766456,1239.0094313899365,1191.841863295563,1184.2096760420427,1165.5386355210028,1146.517432048106,1112.2088444559909,1105.5678606665097,1054.6427461425903,1018.8238311027444,968.6859983922624,626.7242746066606,625.6438060509545,622.3746634621275,627.9421119994919,628.7738531064309,622.6759066920222,616.5870747945272,625.0308155706051,632.3239830163814,634.4456020064071,625.3970350049007,623.7059197817194,628.8339615,632.0657946208084,634.3625520334961,635.2712287755362,641.7767830415378,646.6867939,642.4318979958747,640.4762286359563,635.9002132539404,632.5610004,632.9783464098634,636.6032008740203,650.4878896725122,649.5200634787669,649.5570918312231,639.9121405189735,645.3065421755339,648.7647624367786,653.5669390869778,651.5225644554115,648.3660763528196,646.2965616927239,655.4221917240033,662.5533273,667.9448035909734,660.6307151646106,667.2970831094227,666.4842849577008,670.1098497,666.2212126574442,665.1147980035224,667.5356065680478,663.6605652965568,672.0505987048148,677.3933748943026,682.3192134279564,685.1990905039197,686.4428026593908,694.8995422923064,700.4870912441586,704.4669112198295,709.6375029,715.0391650025642,718.1899769990421,721.9557316,718.4762752,731.5388107615588,738.2992127690507,754.1943502401632,764.2464521311157,777.3270093191909,791.3486918020619,794.3146761838616,798.1412847642027,799.2822237924248,812.1451593,820.1450027921622,834.6553251938426,836.4964431676234,843.5405228201618,851.6808446907721,858.0664996648926,868.8846689703009,856.9719077080296,856.7643014397769,853.2423047723181,869.4763441256356,896.9834708,905.435014571794,913.1766145,897.8111946828419,911.0123778998149,921.6211250682566,919.3431425126232,916.1305653567492,903.7509014786408,910.0155821,917.8239528,918.6867657,916.5573058,904.3209073285096,913.6452068844264,934.7667887667887
34,AR,1172.9179205056223,1167.635824768049,1179.5892408018726,1176.2955890526484,1181.0713004746942,1194.0317691788562,1186.7942863446156,1191.841863295563,1208.0545903465324,1182.9789988151608,1198.738013,1181.0005684716336,1162.5835810298358,1101.054097846862,1050.955487456485,996.2806375,900.6188534830318,915.2095482036458,937.728894467922,953.0049613771608,948.7304912422394,935.1048218712474,910.3647750931488,909.4405260787188,908.1017821256736,913.7689114363792,910.5242964293516,913.9309042910912,919.75614729138,925.0966528,926.3329215,929.9085106449934,934.7245701176004,931.2159113136825,932.8570614865928,924.8977722652368,935.7381334727054,932.1644864859046,937.4091028565808,933.308445345048,943.2112877943664,950.0599813387942,960.2456653658528,961.3927003884412,955.7927933251603,955.4355936773284,952.399335802374,955.5491552416062,958.6691142906392,962.2831354,966.1063104135436,972.399101062418,977.9179301117643,992.381751124962,996.4066011987138,994.9247618716216,986.5954368759292,977.7148178028222,985.5164601762648,988.9469302288676,997.3927877856536,1000.5617025810284,1016.128287323736,1016.4769843427058,1019.852420859752,1023.8758737813216,1036.54682778836,1044.6156108409882,1052.7584608188486,1058.344211134909,1074.2375357593637,1079.4652493492297,1077.4127805920882,1081.6775750906286,1095.5596544216794,1119.096350526031,1119.8233360600757,1131.6776257329138,1149.926098738148,1173.203334968134,1178.4971922450345,1187.2641931853684,1194.7254820559667,1195.2507101445497,1195.9296212582256,1202.4861874131814,1206.3078497683034,1219.580997168271,1222.531813677109,1237.5419411682042,1243.991783967444,1256.25648109933,1268.881087,1272.1893213350277,1269.901807555003,1263.8178034020937,1258.7511914930224,1256.0955746141658,1276.403053066146,1284.0390907428784,1296.9067969723612,1284.8618519926715,1301.3038882002763,1309.961746068009,1321.351628459311,1318.2145661838454,1324.1016517339674,1332.0586668508795,1341.8790394232833,1333.291280290436,1332.6190476190477
35,AR,1105.6864796310963,1112.675201412969,1117.4749578822034,1133.8946612192574,1149.9434489558691,1155.2741848740818,1153.494730103254,1155.088263656705,1169.480618639874,1160.1709404387284,1149.2396820110912,1157.1288565325974,1136.955255765919,1142.7312277045964,1153.8313484408875,1194.9994558585552,1227.0830180306202,1238.4807939480022,1241.8314925424725,1265.132098789143,1290.4738204001185,1296.654751096474,1305.264726357687,1301.2583712986343,1305.0420060757544,1337.956566375282,1378.5055197569036,1402.8830368433453,1434.9932444510273,1448.1508048811118,1427.1725608104389,1454.4266655958766,1448.0334759999353,1414.3633685238717,1368.1219624102168,1335.7664916961292,1300.4968651939175,1314.363427638927,1304.754851292778,1317.0988997771844,1329.054128059773,1324.4407324922877,1309.4875996762228,1312.7831057794087,1266.206731,1252.5981742852548,1202.5413501636413,1134.8800178956046,1099.0153298776538,1098.1429102306513,1106.233564989548,1103.5579167602025,1108.2100422251046,1111.202236474001,1118.9798105632613,1127.0322247832337,1123.1095927115473,1122.6882258883572,1122.4189394018897,1130.7675396723205,1128.4614123849583,1125.7859287088995,1129.807240038669,1130.411106329707,1143.2451852121274,1147.4339630822367,1165.2869941690385,1162.6971648644071,1172.0855766722034,1181.7985954087585,1183.6513130505843,1190.1866636344669,1169.857914199106,1186.982495566155,1194.4435874117105,1209.9129614892506,1245.519373158774,1250.3237436407746,1248.0001515692966,1270.3147354431835,1287.3382929444206,1290.1790765691374,1300.257941753864,1309.9716558951536,1322.3040711555354,1323.9827353983449,1331.963505520132,1338.7314440846922,1350.8384833294926,1361.1269461311224,1378.968943,1388.9092989657536,1390.6462588072188,1389.3893967472304,1394.7803839666858,1408.946952018138,1407.541545022491,1398.1226953667642,1392.984156486301,1403.8905380469685,1431.5260429264536,1449.7601230572595,1461.2307030452416,1465.6823722005297,1462.2151954770932,1453.4841376697782,1456.097165033748,1468.9299606528182,1485.5892183330095,1492.004704876676,1499.0873015873017
36,AR,1441.7264300998174,1476.8645330578488,1473.7073419367312,1482.493517898576,1514.6404167923315,1447.3034519838943,1464.2447750375484,1440.5225840271205,1409.256222722952,1439.994409575118,1408.826032398042,1353.3333181794687,1257.616597591141,1244.967814905263,1200.2289292089124,1203.5706899094591,1138.8566572266325,1123.9122164878927,1111.6728339818071,1084.375941521929,1087.0455249444988,1057.2902354703765,974.9391351361644,948.8902184277094,961.0582672178116,940.1276643438944,941.4343414826476,945.358904698916,956.3858598,954.2468843,957.872827393542,957.019440330268,959.0740694702504,964.453712198944,950.8748017491366,950.7746921,940.3322130913692,951.2045139444782,946.7776816347434,952.7130977946453,952.80158427587,959.7292291274948,960.7092217883938,966.6907269,969.7750353,974.2641237158144,970.9828396123692,977.0212944,979.5676856084956,983.6164194,974.2327362451648,973.0983326083488,974.069303,988.7287821484656,992.7331319036892,1003.3267824456478,997.1051209649212,1000.6160290285771,992.2316866006728,995.1903191420596,1000.7367963924032,1007.0729397771614,1013.8860149900588,1011.4502173316248,1018.3047608956524,1019.558093854172,1025.8256071868802,1024.040638987011,1022.9525587903138,1028.4693951402894,1026.9580419207582,1025.4345089068088,1004.916028257652,1017.6944464675552,1038.9805290571214,1066.9043431796206,1073.9758869586444,1083.2204809323598,1097.8638010809586,1117.4704682515653,1128.199802553826,1134.0858406098318,1122.992662889843,1120.4319351954696,1115.374892751399,1101.976070085312,1105.2730022950086,1116.0750523032511,1143.464507615211,1151.269289267664,1164.580511117537,1154.82003,1159.9549370696477,1149.2186744045046,1160.0166180920944,1166.1885703432447,1180.0187662527144,1196.3724138724222,1205.7485558793976,1219.289252366474,1208.077921858578,1215.140055405166,1221.0916561841725,1225.108376611292,1215.928362104156,1196.202339387036,1199.2132138958852,1202.665098959139,1211.999465144143,1228.5291338763916,1244.9188034188037
37,AR,1140.204399502321,1134.3497721711724,1148.5862256098326,1142.8311849311806,1161.0840924767174,1173.1080047218393,1186.321779722345,1192.7952577548251,1235.1063235871586,1188.6556418260843,1219.2814586173115,1220.8193950601333,1207.930077690569,1242.5035501722075,1265.1676277886093,1268.9446981455926,1297.8305573696637,1308.2520592418414,1312.7678173040026,1299.283670019409,1280.3311823806869,1241.5556379034922,1240.757889356814,1251.4086522070768,1250.7135900360397,1266.7472611412643,1248.9876122219014,1225.9248238597063,1205.481924075886,1192.1333714415018,1196.9623765660112,1179.7265953525175,1168.4342999209698,1180.5386049122162,1201.2223994747635,1220.4494136864744,1227.5036230495275,1232.6592956787815,1237.846039523333,1261.7535249633963,1273.9260970626106,1273.2483940657423,1267.775132012261,1261.396784481652,1246.4752616216256,1226.909172087155,1220.5799662546772,1243.4005308879166,1237.857746454928,1232.310588122783,1233.0008652116771,1203.2184443838437,1194.5535188712392,1181.6094018097328,1195.100186206248,1205.9402215604985,1187.4211718307072,1189.2829570443937,1188.1706513595811,1189.221601823513,1193.4856851352545,1208.855160872191,1188.323712854204,1197.0740926952603,1187.0798928777203,1178.2413014926813,1122.1103665257426,1072.9933508238648,1016.4412959738288,981.6506062399498,921.1528806859131,943.4537482904124,927.286899742956,915.2463313,907.8128971799256,908.6211397,883.9820805944638,847.4468086,851.4508630363185,834.2584220282229,822.1747164327855,824.2035594660639,866.1681668576173,886.5737722927901,882.7929728875037,867.7929476530329,878.0970955,898.1294984303266,895.5482651958048,907.5831344633556,923.9087055443028,938.9587913838692,934.7376274352908,913.129780727008,908.8373127454888,915.3219658630384,956.5196012956332,963.84747479304,967.6554625025408,931.7695327819818,948.3074085698833,947.7987304280396,982.0714658353238,970.8817185344402,987.0884681731388,986.4100935661746,1010.4331117174876,997.9535272645456,991.8696144754,1044.648334311729,1085.3
